#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END	CDS_START	CDS_END
ENST00000262460.5	chr20	+	25407672	25448563	25407672,25413789,25417103,25418104,25425210,25441701,25445922,	25407895,25413854,25417202,25418195,25425327,25441776,25448563,	25407820	25445988
ENST00000419308.7	chr20	-	22580997	22584572	22580997,22584191,	22583154,22584572,	22581852	22584278
ENST00000377603.5	chr20	+	18467389	18484646	18467389,18468943,18472841,18473390,18475074,18480037,18480401,18481618,18483480,	18467568,18469061,18472909,18473458,18475187,18480181,18480509,18481810,18484646,	18467506	18483555
ENST00000337227.9	chr20	-	18486539	18497225	18486539,18490394,18493957,18495837,18497068,	18489990,18490480,18494063,18495880,18497225,	18489766	18497167
ENST00000650089.1	chr20	+	18507939	18561415	18507939,18510821,18512224,18515649,18524432,18524934,18525787,18526372,18527495,18530679,18532663,18535652,18542295,18543018,18545955,18548608,18551088,18554234,18555107,18560650,	18507972,18511056,18512282,18515736,18524669,18525020,18525932,18526531,18527611,18530803,18532744,18535742,18542402,18543172,18546033,18548770,18551175,18554390,18555173,18561415,	18510835	18560737
ENST00000411646.2	chr20	+	18567431	18569560	18567431,18569235,	18567596,18569560,	18567478	18569402
ENST00000356286.10	chr20	+	408298	432139	408298,409880,417525,417731,419346,419557,420870,422126,427312,428490,428950,430349,	408779,410025,417619,417930,419468,419731,421031,422238,427492,428589,429094,432139,	408757	430427
ENST00000371263.8	chr20	+	57329802	57343993	57329802,57331832,57333187,57333686,57333986,57334749,57335418,57335797,57338275,57338988,57340101,57342728,57343340,	57329998,57331946,57333276,57333753,57334095,57334836,57335455,57335907,57338375,57339026,57340178,57342840,57343993,	57329867	57343457
ENST00000395841.7	chr20	+	57351254	57379202	57351254,57354031,57354711,57356445,57365355,57366806,57367007,57368704,57373474,57373662,57374606,57378012,	57351422,57354128,57354816,57356538,57365442,57366893,57367079,57368812,57373581,57373738,57374801,57379202,	57354038	57378096
ENST00000356208.10	chr20	+	57391395	57409333	57391395,57392653,57393278,57407542,	57391818,57392777,57393333,57409333,	57391581	57407843
ENST00000217455.9	chr20	-	45841720	45857392	45841720,45843526,45844262,45848449,45855158,45857187,	45841956,45843721,45844420,45848675,45855292,45857392,	45841840	45857315
ENST00000376314.3	chr20	-	31404844	31406215	31404844,31406094,	31405085,31406215,	31404915	31406152
ENST00000376309.4	chr20	+	31440631	31450257	31440631,31450028,	31440756,31450257,	31440698	31450171
ENST00000317676.3	chr20	-	31465470	31475127	31465470,31472955,31474626,	31465663,31473038,31475127,	31465508	31473013
ENST00000201979.3	chr20	+	31475287	31484895	31475287,31476226,31477827,31482286,31484158,	31475366,31476785,31477910,31482488,31484895,	31476445	31484427
ENST00000398022.7	chr20	+	32109713	32167256	32109713,32133012,32136073,32141496,32141765,32142981,32145090,32145311,32146784,32149633,32150621,32150799,32155102,32157793,32158450,32159991,32161275,32165294,	32109755,32133126,32136173,32141665,32141895,32143105,32145209,32145423,32146855,32149766,32150703,32150875,32155186,32157969,32158514,32160111,32161365,32167256,	32109740	32165441
ENST00000375712.4	chr20	+	32277650	32335011	32277650,32309712,32316217,32316526,32316755,32326770,32327555,32330140,32331222,	32277765,32311181,32316319,32316649,32316874,32326884,32327661,32330319,32335011,	32309777	32331316
ENST00000621426.7	chr20	-	32443058	32585333	32443058,32452235,32452883,32453303,32453575,32456117,32474600,32511346,32520810,32527757,32584569,	32447816,32452437,32453006,32453495,32453761,32456395,32474742,32511456,32520922,32527913,32585333,	32447598	32584890
ENST00000688720.1	chr20	-	47657405	47785481	47657405,47659398,47659696,47661772,47663069,47663452,47664129,47665198,47665856,47666259,47672197,47676493,47677077,47678675,47682993,47684430,47690125,47702518,47736702,47757188,47785342,	47658392,47659452,47659730,47661896,47663212,47663622,47664189,47665293,47665953,47666488,47672393,47676623,47677134,47678804,47683169,47684581,47690295,47702670,47736942,47757463,47785481,	47658364	47757363
ENST00000353703.9	chr20	+	44885704	44908532	44885704,44901530,44903992,44904967,44906000,44906381,	44885886,44901833,44904116,44905131,44906096,44908532,	44901533	44906435
ENST00000217073.7	chr20	+	44910059	44939316	44910059,44912659,44916755,44918905,44919182,44921593,44924160,44930459,44932341,44933056,44935390,44936636,44938060,44938673,44939125,	44910336,44912853,44916871,44919045,44919277,44921731,44924256,44930726,44932432,44933185,44935497,44936730,44938191,44938748,44939316,	44910143	44938739
ENST00000372813.4	chr20	-	44942129	44960397	44942129,44943452,44948729,44951832,44955067,44956385,44960206,	44943213,44943579,44948877,44952002,44955220,44956485,44960397,	44943111	44960333
ENST00000537075.3	chr20	-	45091213	45101127	45091213,45097661,45099160,45100920,	45095340,45098695,45099239,45101127,	45094872	45099236
ENST00000372785.3	chr20	-	45123424	45124465	45123424,45124106,45124368,	45123943,45124265,45124465,	45123848	45124447
ENST00000243924.4	chr20	+	45174901	45176544	45174901,45175860,45176369,	45175001,45176136,45176544,	45174922	45176132
ENST00000372781.4	chr20	+	45207032	45209768	45207032,45207373,45209600,	45207129,45208730,45209768,	45207053	45208683
ENST00000372769.4	chr20	+	45221372	45224458	45221372,45221708,45224290,	45221465,45223425,45224458,	45221389	45223378
ENST00000400549.1	chr20	-	31303211	31308585	31303211,31308518,	31303453,31308585,	31303214	31308585
ENST00000253381.3	chr20	+	31368600	31373923	31368600,31372856,	31368708,31373923,	31368650	31373167
ENST00000376321.4	chr20	-	31377163	31390590	31377163,31390422,	31377439,31390590,	31377248	31390483
ENST00000613128.5	chr20	+	21705663	21718481	21705663,21706437,21708557,21709221,21714470,	21705998,21707067,21708700,21709444,21718481,	21705712	21714559
ENST00000375200.6	chr20	+	33731995	33792269	33731995,33740901,33745102,33748922,33753171,33757147,33758715,33761861,33766850,33770083,33781290,33783731,33788862,33789517,33790987,	33732052,33741012,33745299,33749072,33753423,33757343,33758806,33762055,33767041,33770292,33781387,33783864,33788974,33789588,33792269,	33732021	33791514
ENST00000425686.3	chr20	+	18288526	18316996	18288526,18297984,18298288,18305007,18305680,18306297,18315068,	18288604,18298062,18298464,18305178,18305807,18306393,18316996,	18305686	18316813
ENST00000378961.9	chr20	+	5911509	5925353	5911509,5916325,5916825,5922334,5924971,	5911682,5916372,5916919,5924100,5925353,	5911633	5925046
ENST00000203001.7	chr20	-	5937227	5950533	5937227,5941052,5941242,5941950,5942427,5943558,5943947,5944161,5944804,5946405,5950277,	5938726,5941139,5941345,5942036,5942786,5943683,5944031,5944253,5944914,5946533,5950533,	5938537	5950405
ENST00000610722.4	chr20	+	5950651	5998977	5950651,5952010,5952423,5954607,5955101,5957125,5958527,5963273,5967435,5967829,5972006,5973055,5977875,5982969,5984780,5985921,5987281,5993505,5994298,	5951023,5952163,5952528,5954690,5955251,5957229,5958726,5963359,5967587,5968025,5972037,5973196,5978017,5983165,5985000,5986131,5987358,5993695,5998977,	5952015	5994388
ENST00000378863.9	chr20	+	6006122	6040053	6006122,6009774,6015360,6031284,6032011,6034463,6037073,	6006552,6009912,6015490,6031370,6032080,6034555,6040053,	6006246	6037155
ENST00000378858.5	chr20	-	6040545	6054060	6040545,6044542,6050778,6052144,6053829,	6042246,6044680,6050983,6052804,6054060,	6041024	6052799
ENST00000262919.10	chr20	+	3471017	3651118	3471017,3535252,3540221,3545761,3547283,3549169,3559392,3560661,3562275,3563208,3565347,3572730,3575826,3576858,3578581,3582134,3583897,3584646,3591168,3594478,3596376,3597905,3600945,3604104,3624510,3634310,3638827,3644153,3646722,	3471517,3535336,3540335,3545890,3547489,3549338,3559483,3560905,3562459,3563363,3565432,3572951,3575948,3576997,3578772,3582354,3584083,3584880,3591306,3594572,3596429,3598000,3601024,3604262,3624572,3634389,3638935,3644268,3651118,	3471107	3646844
ENST00000290417.7	chr20	-	3659247	3663399	3659247,3660157,3660525,3660754,3660943,3663353,	3659989,3660249,3660660,3660864,3661289,3663399,	3659911	3663399
ENST00000305958.9	chr20	+	4148827	4187727	4148827,4175029,4177350,4181802,4182088,4183493,4187269,	4148977,4175263,4177577,4181976,4182848,4183654,4187727,	4175055	4187404
ENST00000217289.9	chr20	-	6074844	6123030	6074844,6079435,6084039,6085065,6087776,6088964,6094938,6096901,6097523,6107531,6110297,6112476,6115810,6119403,6122773,	6077346,6079577,6084164,6085287,6087883,6089089,6094988,6097033,6097631,6107634,6110511,6112623,6116044,6119572,6123030,	6077175	6119554
ENST00000699568.1	chr20	-	18383366	18467030	18383366,18385015,18389700,18390378,18393710,18394253,18396471,18398522,18412645,18414347,18415326,18427066,18433651,18443346,18448983,18452614,18453730,18455246,18460152,18465249,18466995,	18384564,18385090,18389828,18390459,18393811,18394350,18396546,18398626,18412853,18414512,18415449,18427159,18433765,18443464,18449069,18452739,18453827,18455361,18460306,18465377,18467030,	18384401	18465358
ENST00000621696.5	chr20	-	50888917	50931437	50888917,50902016,50903888,50904765,50928650,50930825,	50894512,50902109,50904001,50904849,50928825,50931437,	50891407	50903996
ENST00000372789.6	chr20	-	45109462	45115174	45109462,45110399,45110634,45114998,	45110013,45110540,45110775,45115174,	45110011	45115083
ENST00000609451.6	chr20	+	2692779	2760108	2692779,2705576,2705973,2706208,2707946,2709573,2748548,2749400,2749619,2749846,2751699,2751921,2752085,2752356,2755626,2758908,2759267,	2693782,2705733,2706037,2706264,2708020,2709642,2748630,2749518,2749753,2749973,2751788,2751987,2752263,2752545,2755824,2758984,2760108,	2693645	2758976
ENST00000535842.6	chr20	+	31870633	31945000	31870633,31871121,31887195,31898472,31908590,31909736,31919863,31922962,31925008,31926048,31933799,31934691,31937395,31939141,31942944,	31870949,31871195,31887239,31898565,31908702,31909922,31919932,31923053,31925049,31926091,31933858,31934888,31937509,31939266,31945000,	31871126	31943018
ENST00000328439.6	chr20	+	64164451	64242253	64164451,64190062,64198861,64199891,64205034,64205552,64207593,64211205,64212047,64213533,64217066,64218910,64219712,64221892,64223110,64223290,64227414,64227887,64232163,64236554,64237286,64239759,64240319,	64164739,64190160,64198916,64199922,64205097,64205800,64208487,64211340,64212138,64213647,64217281,64219035,64219982,64222047,64223173,64223359,64227477,64227971,64232385,64236646,64237390,64239903,64242253,	64198861	64240445
ENST00000684052.1	chr20	-	64103801	64107565	64103801,64107363,	64106922,64107565,	64105832	64106831
ENST00000308824.11	chr20	+	64255747	64276226	64255747,64259941,64264428,64265257,64267886,64273220,	64255870,64260272,64264531,64265429,64268010,64276226,	64259965	64273597
ENST00000255008.5	chr20	+	23035311	23039237	23035311,	23039237,	23035483	23036647
ENST00000377103.3	chr20	-	23045632	23049672	23045632,	23049672,	23047779	23049504
ENST00000395042.2	chr20	-	64073180	64079518	64073180,64074143,64074466,64076524,64076856,64079293,	64074044,64074378,64074541,64076646,64076954,64079518,	64073855	64076886
ENST00000302096.5	chr20	-	64083375	64084398	64083375,64083582,64083817,	64083494,64083705,64084398,	64083437	64084219
ENST00000332312.4	chr20	-	41359961	41366818	41359961,41363637,41365034,41366467,	41363054,41363861,41365157,41366818,	41361270	41366634
ENST00000309546.8	chr20	+	63736663	63739103	63736663,63737532,63737820,63737972,63738182,63738597,	63736712,63737647,63737902,63738060,63738499,63739103,	63737549	63738897
ENST00000369916.5	chr20	+	63861497	63862988	63861497,	63862988,	63861540	63862947
ENST00000346249.9	chr20	+	63865269	63891538	63865269,63869295,63873667,63875815,63882718,63889189,63889849,	63865384,63869441,63873816,63875875,63882820,63889238,63891538,	63865365	63889942
ENST00000360864.9	chr20	+	63895125	63936011	63895125,63928334,63929311,63930850,63931464,	63895323,63928452,63929525,63931022,63936011,	63928345	63931565
ENST00000354216.11	chr20	-	63939828	63956416	63939828,63940149,63940377,63940593,63940793,63940949,63941109,63943652,63944396,63944544,63945650,63945804,63946160,63946452,63956259,	63940055,63940306,63940485,63940716,63940856,63941043,63941208,63943669,63944458,63944734,63945722,63945975,63946267,63946643,63956416,	63939978	63956372
ENST00000369888.6	chr20	-	63956703	63969930	63956703,63961308,63961941,63962272,63962586,63963094,63963341,63963617,63963788,63964070,63964319,63964489,63966140,63966875,63967380,63967829,63969813,	63960139,63961407,63962004,63962374,63962781,63963265,63963440,63963710,63963913,63964217,63964391,63964716,63966781,63967004,63967523,63967952,63969930,	63959890	63967950
ENST00000369886.8	chr20	-	63974115	63979642	63974115,63975691,63976970,63977224,63979376,	63975532,63975832,63977142,63977406,63979642,	63975512	63979467
ENST00000284951.10	chr20	-	13849246	13990614	13849246,13850190,13859261,13865166,13865348,13866701,13869502,13870140,13876037,13877519,13885346,13886287,13887768,13887941,13888458,13913781,13919020,13931602,13956075,13990476,	13849604,13850319,13859434,13865241,13865514,13866850,13869590,13870203,13876115,13877588,13885403,13886442,13887850,13888001,13888512,13913944,13919123,13931771,13956131,13990614,	13849487	13990534
ENST00000684519.1	chr20	+	13995515	16053197	13995515,14002287,14085620,14493478,14684842,15229939,15431404,15499773,15862744,15885763,15933275,15937475,15967552,15986726,15987065,16041200,16044570,16049829,	13995809,14002404,14085728,14493508,14684959,15230061,15431435,15499847,15862826,15885811,15933338,15937544,15967630,15986801,15987158,16041278,16044639,16053197,	13995763	16049873
ENST00000341420.5	chr20	-	14322984	14337612	14322984,14329133,14337403,	14327558,14329327,14337612,	14325559	14327506
ENST00000418998.7	chr20	+	43507696	43541895	43507696,43513475,43513837,43514634,43515008,43515291,43516092,43528656,43529263,43530283,43530797,43532772,43533341,43534007,43534283,43534827,43535836,43536096,43536408,43540150,43540752,43540933,	43507744,43513639,43514061,43514776,43515159,43515415,43516177,43528745,43529368,43530419,43530889,43532924,43533418,43534093,43534394,43534942,43535936,43536294,43536458,43540308,43540815,43541895,	43513503	43541125
ENST00000237530.11	chr20	+	37179329	37241619	37179329,37184179,37198396,37199049,37203884,37204766,37207272,37210046,37213759,37223877,37225687,37228549,37229972,37232295,37234019,37236579,37241302,	37179369,37184373,37198492,37199225,37203960,37204901,37207449,37210165,37213865,37223969,37225802,37228744,37230059,37232391,37234095,37236709,37241619,	37179356	37241312
ENST00000375749.8	chr20	+	32207879	32238658	32207879,32210070,32215268,32216608,32228262,32230818,32234472,	32208065,32210192,32215451,32216721,32228455,32231061,32238658,	32207941	32234658
ENST00000304788.4	chr20	-	25612934	25624014	25612934,25623858,	25616581,25624014,	25615927	25623948
ENST00000252979.6	chr20	-	25673194	25696853	25673194,25685566,25685995,25686390,25696758,	25677037,25685662,25686122,25686466,25696853,	25675034	25686417
ENST00000397527.6	chr20	+	35455597	35519280	35455597,35458303,35459982,35462264,35463574,35465742,35466038,35466965,35467303,35469889,35472049,35472672,35473373,35473869,35475501,35476448,35477870,35479230,35479645,35479975,35490636,35491211,35493428,35494523,35496576,35497718,35498594,35500048,35501844,35502389,35507737,35508034,35508942,35509997,35511362,	35455751,35458374,35460105,35462553,35463631,35465825,35466204,35467072,35467555,35469986,35472151,35472831,35473552,35474052,35475646,35476595,35478101,35479424,35479773,35480145,35490804,35491346,35493572,35494657,35496715,35498067,35498716,35500169,35501966,35505005,35507851,35508190,35509044,35510054,35519280,	35462367	35511623
ENST00000316673.9	chr20	+	44355698	44432845	44355698,44406057,44407380,44413693,44414506,44418424,44419720,44424017,44428334,44429522,	44355853,44406232,44407475,44413800,44414662,44418512,44419876,44424254,44428487,44432845,	44355804	44429662
ENST00000646241.3	chr20	+	45891334	45898820	45891334,45891568,45891915,45892272,45892397,45892724,45893219,45893987,45894649,45894822,45894993,45896964,45897716,45898004,45898366,	45891379,45891762,45892027,45892323,45892484,45892880,45893311,45894072,45894741,45894901,45895133,45897040,45897806,45898109,45898820,	45891568	45898447
ENST00000373537.7	chr20	-	37517416	37527876	37517416,37527792,	37519350,37527876,	37518913	37519174
ENST00000649451.1	chr20	+	37521249	37523690	37521249,37522357,37522666,	37521403,37522438,37523690,	37521331	37522756
ENST00000278886.11	chr20	-	25452696	25585531	25452696,25455672,25458382,25461521,25462382,25467388,25469990,25476042,25478922,25480160,25481967,25489243,25489874,25491350,25496662,25498209,25500839,25503951,25504887,25510673,25512833,25517752,25526407,25585454,	25453642,25455786,25458529,25461635,25462541,25467458,25470095,25477089,25479206,25480267,25482100,25489324,25489985,25491525,25496803,25498346,25501010,25504104,25505078,25510740,25513006,25517849,25526598,25585531,	25453453	25526587
ENST00000336866.7	chr20	+	64080081	64100633	64080081,64091965,64092687,64097801,64098275,	64080352,64092116,64092953,64098157,64100633,	64092720	64098796
ENST00000344754.6	chr20	-	3686969	3712600	3686969,3689154,3689599,3689961,3691339,3691902,3692520,3692861,3693446,3694220,3694662,3696585,3697084,3697797,3699201,3701341,3703196,3703824,3705743,3706346,3707079,3712469,	3688619,3689227,3689702,3690264,3691600,3692202,3692772,3693131,3693698,3694532,3694923,3696888,3697342,3698133,3699459,3701641,3703451,3704091,3706040,3706706,3707237,3712600,	3688562	3707128
ENST00000374492.8	chr20	-	35115363	35147336	35115363,35118597,35123889,35126250,35131641,35134737,35137879,35142372,35144978,35146824,35147151,	35115933,35118719,35124034,35126375,35131783,35134949,35138005,35142478,35145018,35146935,35147336,	35115435	35147258
ENST00000374385.10	chr20	-	35302577	35411973	35302577,35306665,35314687,35347163,35366556,35374183,35381917,35384037,35394091,35411939,	35304069,35306779,35314765,35347272,35366614,35374256,35382025,35384133,35394196,35411973,	35303937	35411963
ENST00000378789.4	chr20	-	7882984	7940458	7882984,7885520,7885705,7895132,7906153,7914163,7934483,7940285,	7883663,7885590,7885864,7895224,7906329,7914419,7934635,7940458,	7883595	7940422
ENST00000246024.7	chr20	-	7977345	8019761	7977345,7983793,7987287,7996025,7999731,8001495,8010199,8019437,	7982621,7983857,7987389,7996071,7999860,8001541,8010315,8019761,	7982253	8019613
ENST00000338037.11	chr20	+	8132265	8884900	8132265,8150293,8371381,8628293,8646101,8647899,8649373,8657183,8658537,8684931,8697625,8708669,8716263,8717670,8722353,8724655,8727308,8729049,8733237,8737027,8739260,8740343,8741463,8757045,8760406,8765138,8774538,8788448,8788632,8789517,8790174,8881621,	8132750,8150371,8371450,8628431,8646181,8647953,8649449,8657284,8658704,8685078,8697783,8708752,8716348,8717848,8722421,8724752,8727393,8729174,8733392,8737192,8739360,8740448,8741573,8757178,8760460,8765358,8774719,8788525,8788722,8789575,8790261,8884900,	8132651	8881846
ENST00000371497.10	chr20	+	52972357	53495330	52972357,53253498,53487143,	52973333,53256571,53495330,	52973293	53256560
ENST00000371471.7	chr20	-	53567070	53593839	53567070,53571720,53575726,53578333,53581460,53593755,	53569264,53571853,53577280,53578450,53583168,53593839,	53571746	53582826
ENST00000354981.7	chr20	-	16272103	16573448	16272103,16312334,16335925,16356329,16370585,16371664,16374256,16378804,16381693,16404812,16406373,16427103,16428952,16429862,16494290,16497612,16504371,16505721,16506021,16507957,16511417,16512825,16515547,16526091,16528370,16573228,	16273411,16312418,16336015,16356452,16370636,16371761,16374409,16380163,16381747,16404901,16406456,16427241,16429004,16429982,16494350,16497678,16504547,16505853,16506190,16508100,16511527,16512923,16515664,16526205,16528440,16573448,	16273255	16573275
ENST00000374810.8	chr20	+	34704343	34713436	34704343,34705357,34708690,34709235,34710057,	34704512,34705474,34708863,34709524,34713436,	34708739	34710304
ENST00000336431.10	chr20	-	34844719	34872856	34844719,34849960,34851230,34852154,34852388,34854530,34854795,34856805,34859442,34859968,34860253,34861444,34862813,34863312,34872646,	34845491,34850060,34851368,34852272,34852538,34854619,34854923,34856893,34859639,34860042,34860321,34861562,34862965,34863548,34872856,	34845330	34872815
ENST00000360596.7	chr20	+	34876611	34927959	34876611,34882793,34913095,34913392,34913752,34914095,34914322,34919434,34920538,34921005,34921329,34921543,34921785,34923322,34925697,34926104,34926876,34927086,	34876823,34882989,34913187,34913496,34913825,34914171,34914437,34919572,34920709,34921139,34921462,34921600,34921866,34923431,34925766,34926281,34926951,34927959,	34876645	34927211
ENST00000262873.13	chr20	+	34955867	35002437	34955867,34958097,34975399,34977631,34977933,34979389,34979660,34980577,34981032,34982458,34984691,34984853,34985065,34986099,34986885,34987148,34987556,34987764,34988091,34989739,34990013,34990233,34990737,34991003,34993101,34993333,34994145,34995335,34996345,34996612,34997082,34997250,34998294,34998510,34998718,34999055,34999570,34999790,35000292,35000767,35000987,35001244,35001430,35001947,35002176,	34956007,34958212,34975499,34977680,34978096,34979496,34979804,34980734,34981060,34982555,34984715,34984946,34985129,34986198,34986989,34987287,34987675,34987914,34988262,34989919,34990146,34990310,34990825,34991121,34993225,34993470,34994401,34995578,34996522,34996758,34997173,34997640,34998421,34998629,34998915,34999405,34999695,34999906,35000689,35000893,35001158,35001349,35001526,35002085,35002437,	34978005	35002185
ENST00000373187.6	chr20	-	42072755	43189906	42072755,42081881,42084681,42085727,42098420,42102123,42104568,42106785,42110332,42115198,42118402,42119934,42128753,42141914,42161351,42199239,42236228,42248686,42282488,42315722,42350627,42352083,42448219,42472265,42677865,42756461,42771434,42780217,42791194,42885806,43189645,	42080932,42082017,42084845,42085853,42098552,42102297,42104718,42106921,42110487,42115315,42118500,42119971,42128830,42142002,42161542,42199388,42236258,42248822,42282525,42315996,42350730,42352285,42448329,42472562,42678159,42756636,42771550,42780299,42791466,42885932,43189906,	42080881	43189733
ENST00000360203.11	chr20	+	63658311	63696245	63658311,63659232,63661297,63661849,63662545,63662828,63666003,63667468,63672555,63673939,63678144,63678267,63679848,63680663,63685522,63685790,63687637,63687936,63688138,63688300,63688527,63689054,63689501,63689749,63690086,63690293,63690804,63691741,63692804,63693142,63694371,63694740,63695065,63695327,63695777,	63658466,63659504,63661496,63661943,63662627,63662889,63666079,63667553,63672621,63674093,63678183,63678346,63679946,63680719,63685597,63685872,63687770,63688050,63688179,63688386,63688605,63689132,63689648,63689865,63690210,63690441,63690947,63691837,63693003,63693283,63694488,63694974,63695221,63695650,63696245,	63659402	63695855
ENST00000375687.10	chr20	+	32358330	32439319	32358330,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32358832,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	32358775	32437335
ENST00000354297.9	chr20	+	33235995	33243306	33235995,33237696,33238054,33239802,33240232,33241384,33242055,33242486,33243106,	33236050,33237871,33238214,33239910,33240385,33241469,33242119,33242561,33243306,	33237711	33242524
ENST00000373461.9	chr20	+	37903126	37945350	37903126,37931634,37933538,37943980,	37903471,37931804,37933589,37945350,	37903350	37944250
ENST00000244040.4	chr20	+	58309714	58367507	58309714,58311042,58343717,58353272,58353431,58354155,58359605,	58310012,58311122,58343799,58353344,58353538,58354265,58367507,	58309976	58359700
ENST00000475243.6	chr20	+	58389228	58451101	58389228,58418210,58434601,58438944,58440906,58444076,	58389517,58418363,58434705,58439025,58441083,58451101,	58389459	58444232
ENST00000371149.8	chr20	-	58459100	58515399	58459100,58467105,58470608,58514658,	58461554,58467658,58470747,58515399,	58460792	58514707
ENST00000371141.8	chr20	+	58651282	58679526	58651282,58659622,58667489,58667986,58669290,58670511,58671153,58673630,58676186,	58652138,58659634,58667597,58668127,58669453,58670603,58671297,58673711,58679526,	58652006	58676288
ENST00000610179.7	chr20	+	3889386	3929887	3889386,3907925,3910576,3912457,3916926,3918670,3923243,	3889728,3908278,3910830,3912634,3917050,3918796,3929887,	3889430	3923291
ENST00000713549.1	chr20	-	10413707	10434222	10413707,10420527,10434107,	10413931,10420758,10434222,	10413737	10413887
ENST00000649912.2	chr20	-	10413707	10434222	10413707,10420527,10434107,	10413931,10420758,10434222,	10420548	10420737
ENST00000361383.11	chr20	+	37694029	37872118	37694029,37732878,37737377,37746467,37757558,37765196,37767952,37777344,37777653,37779186,37802866,37840101,37842338,37859898,37860271,37871924,	37694152,37733067,37737484,37746607,37757656,37765290,37768044,37777417,37777712,37779335,37803048,37840199,37842419,37860036,37860344,37872118,	37694122	37872010
ENST00000359125.7	chr20	-	63400207	63472655	63400207,63408412,63413449,63414087,63414902,63419618,63424176,63428366,63431339,63433808,63438624,63439597,63442405,63444658,63445237,63446746,63472167,	63407375,63408536,63413581,63414193,63415126,63419672,63424206,63428435,63431369,63433903,63438720,63439708,63442531,63444834,63445364,63446837,63472655,	63406646	63472463
ENST00000382285.7	chr20	+	347110	354862	347110,347433,349248,349637,353209,	347142,347512,349363,349832,354862,	349643	353632
ENST00000217233.9	chr20	+	380759	397559	380759,388010,391286,396197,	381169,388301,391579,397559,	388010	396687
ENST00000372670.8	chr20	-	45534195	45539482	45534195,45537963,45539316,	45534505,45538094,45539482,	45534469	45539407
ENST00000361573.3	chr20	+	49812827	49892242	49812827,49815007,49823060,49839540,49845035,49849578,49850809,49855437,49862928,49864738,49874704,49877980,49880923,49883845,49886751,49887828,	49812948,49815189,49823141,49839599,49845119,49849680,49850844,49855581,49863067,49864844,49874821,49878063,49881035,49884066,49886898,49892242,	49812922	49887933
ENST00000202834.12	chr20	-	5099849	5113076	5099849,5106187,5109331,5112960,	5100931,5106310,5109445,5113076,	5100793	5109430
ENST00000371419.7	chr20	+	54208086	54219961	54208086,54214350,54215299,54219018,	54208124,54214458,54215440,54219961,	54208100	54219147
ENST00000360816.8	chr20	+	59940388	59948680	59940388,59942197,59942426,59943939,	59940535,59942309,59942512,59948680,	59943943	59945092
ENST00000370996.5	chr20	-	59936662	59940305	59936662,	59940305,	59939034	59939931
ENST00000348616.9	chr20	+	59958422	60014529	59958422,59968966,59970081,59971961,59982922,59984638,59985000,59987452,59988903,59992377,59994249,59995832,59996630,59999585,60001342,60002812,60006712,60012526,	59958795,59969023,59970186,59972123,59983070,59984805,59985129,59987638,59989163,59992520,59994489,59996054,59996761,59999663,60001411,60002866,60006787,60014529,	59958726	60012727
ENST00000372861.5	chr20	+	44745864	44752313	44745864,44750128,	44746193,44752313,	44745910	44750835
ENST00000372851.8	chr20	-	44751807	44810546	44751807,44756897,44757669,44758071,44771274,44810174,	44756352,44757037,44757771,44758184,44771413,44810546,	44756136	44810271
ENST00000303415.7	chr20	-	1629151	1657779	1629151,1630221,1635266,1636187,1649051,1657641,	1629636,1630306,1635599,1636505,1649408,1657779,	1630226	1657714
ENST00000358771.5	chr20	+	1895406	1940592	1895406,1915098,1921394,1922312,1924763,1927874,1934714,1937319,	1895526,1915455,1921712,1922645,1924877,1927899,1934754,1940592,	1895447	1937565
ENST00000217305.3	chr20	-	1978758	1994058	1978758,1982955,1992583,1993910,	1980958,1983103,1992643,1994058,	1980325	1983084
ENST00000615891.2	chr20	+	3820546	3828838	3820546,3822101,3823870,	3820758,3822293,3828838,	3822117	3824294
ENST00000254976.7	chr20	+	10218829	10307418	10218829,10275428,10277684,10284723,10293160,10296924,10299267,10306128,	10218977,10275563,10277726,10284772,10293278,10297050,10299412,10307418,	10275491	10306194
ENST00000379751.5	chr20	-	3783850	3786740	3783850,	3786740,	3784686	3786483
ENST00000245960.10	chr20	+	3796309	3806115	3796309,3797621,3798411,3800287,3800461,3800742,3800970,3801253,3801721,3801923,3802280,3802909,3803107,3803403,3804568,3804820,	3796731,3797749,3798463,3800329,3800498,3800865,3801093,3801388,3801802,3802100,3802376,3802972,3803206,3803537,3804680,3806115,	3796531	3804958
ENST00000254958.10	chr20	-	10637683	10673999	10637683,10640782,10641112,10641459,10641782,10642487,10643777,10644356,10644862,10645142,10645355,10645970,10646938,10647959,10648548,10649060,10649521,10650246,10651580,10652130,10652467,10656397,10658467,10663962,10672700,10673449,	10639955,10640933,10641244,10641693,10641892,10642601,10643863,10644384,10644979,10645256,10645469,10646084,10647103,10648110,10648722,10649107,10649635,10650360,10651694,10652250,10652598,10656458,10658722,10664014,10673006,10673999,	10639500	10673530
ENST00000246012.2	chr20	+	23491116	23496010	23491116,23491524,23492957,23495830,	23491342,23491898,23493071,23496010,	23491667	23495911
